OrderID,OrderDate,ShipDate,ShipMode,CustomerID,ProductID,OrderCostPrice,OrderSellingPrice
5005,2019/04/30,2019/05/02,Second Class,TM-21010,TEC-AC-10002550,43,48
5006,2020/11/10,2020/11/14,Second Class,SC-20695,OFF-ST-10003306,429,714
5007,2020/11/09,2020/11/14,Standard Class,Dp-13240,TEC-MA-10000045,1625,2322
5008,2020/11/09,2020/11/14,Standard Class,Dp-13240,OFF-ST-10001505,14,18
5009,2020/09/07,2020/09/14,Standard Class,LR-17035,OFF-BI-10004781,7,10
5010,2020/09/07,2020/09/14,Standard Class,LR-17035,TEC-PH-10002680,475,792
5011,2020/09/07,2020/09/14,Standard Class,LR-17035,OFF-BI-10000848,2,5
5012,2022/05/11,2022/05/13,First Class,TS-21370,FUR-BO-10004467,126,210
5013,2022/07/21,2022/07/26,Standard Class,SW-20350,OFF-BI-10001670,24,34
5014,2022/07/21,2022/07/26,Standard Class,SW-20350,OFF-ST-10000136,178,222
5015,2022/07/21,2022/07/26,Standard Class,SW-20350,TEC-PH-10004522,168,211
5016,2019/11/24,2019/11/29,Standard Class,TH-21100,FUR-FU-10002960,25,35
5017,2019/11/24,2019/11/29,Standard Class,TH-21100,TEC-PH-10002584,1352,1502
5018,2019/11/15,2019/11/18,First Class,SS-20410,FUR-FU-10002505,9,10
5019,2019/11/15,2019/11/18,First Class,SS-20410,TEC-AC-10003832,618,772
5020,2019/11/15,2019/11/18,First Class,SS-20410,OFF-SU-10002537,16,20
5021,2022/03/23,2022/03/25,Second Class,MZ-17515,OFF-SU-10003505,174,348
5022,2021/12/18,2021/12/24,Standard Class,JE-15475,TEC-AC-10001465,44,73
5023,2021/12/18,2021/12/24,Standard Class,JE-15475,TEC-AC-10003832,695,772
5024,2021/12/18,2021/12/24,Standard Class,JE-15475,FUR-FU-10003731,32,40
5025,2022/07/29,2022/08/03,Standard Class,RF-19735,OFF-BI-10004828,17,33
5026,2022/07/29,2022/08/03,Standard Class,RF-19735,TEC-PH-10003012,323,462
5027,2022/07/29,2022/08/03,Standard Class,RF-19735,OFF-AP-10002311,83,138
5028,2022/07/29,2022/08/03,Standard Class,RF-19735,FUR-CH-10004626,272,303
5029,2019/09/02,2019/09/07,Second Class,CV-12295,TEC-AC-10001606,144,240
5030,2022/01/29,2022/02/02,Standard Class,VG-21790,OFF-AR-10001216,7,8
5031,2022/01/29,2022/02/02,Standard Class,VG-21790,OFF-SU-10001664,4,9
5032,2022/01/29,2022/02/02,Standard Class,VG-21790,OFF-BI-10002498,108,120
5033,2021/12/26,2022/01/02,Standard Class,BB-11545,FUR-CH-10003968,128,213
5034,2021/12/26,2022/01/02,Standard Class,BB-11545,OFF-AP-10002765,19,26
5035,2020/08/09,2020/08/13,Second Class,HR-14770,FUR-BO-10004690,412,687
5036,2019/04/06,2019/04/12,Standard Class,SC-20260,FUR-TA-10000688,457,654
5037,2019/04/06,2019/04/12,Standard Class,SC-20260,TEC-AC-10003441,31,34
5038,2022/11/17,2022/11/21,Second Class,EG-13900,TEC-AC-10003610,216,240
5039,2020/07/11,2020/07/12,First Class,TS-21370,FUR-TA-10001520,180,200
5040,2020/07/11,2020/07/12,First Class,TS-21370,TEC-PH-10001817,358,716
5041,2020/07/11,2020/07/12,First Class,TS-21370,OFF-BI-10004492,133,221
5042,2021/11/10,2021/11/13,Second Class,AI-10855,OFF-PA-10002421,41,68
5043,2021/11/10,2021/11/13,Second Class,AI-10855,OFF-AP-10000055,65,130
5044,2021/11/10,2021/11/13,Second Class,AI-10855,FUR-FU-10000965,374,467
5045,2021/11/10,2021/11/13,Second Class,AI-10855,OFF-PA-10001363,43,61
5046,2021/11/10,2021/11/13,Second Class,AI-10855,OFF-ST-10001496,360,721
5047,2021/11/10,2021/11/13,Second Class,AI-10855,OFF-BI-10004656,3,5
5048,2021/11/10,2021/11/13,Second Class,AI-10855,OFF-AR-10001227,13,15
5049,2019/03/31,2019/04/04,Standard Class,DD-13570,OFF-BI-10002071,5,8
5050,2019/03/31,2019/04/04,Standard Class,DD-13570,TEC-AC-10004901,40,80
5051,2020/09/18,2020/09/24,Standard Class,AB-10060,OFF-PA-10001776,13,19
5052,2020/11/07,2020/11/11,Standard Class,KB-16240,OFF-EN-10000483,12,24
5053,2022/05/19,2022/05/19,Same Day,JC-15775,OFF-PA-10003129,137,196
5054,2020/01/03,2020/01/08,Second Class,AH-10465,TEC-AC-10003198,199,398
5055,2020/01/03,2020/01/08,Second Class,AH-10465,OFF-AR-10001246,5,7
5056,2020/01/03,2020/01/08,Second Class,AH-10465,FUR-BO-10003272,947,1352
5057,2020/09/08,2020/09/11,First Class,NM-18520,OFF-PA-10002606,24,26
5058,2020/09/08,2020/09/11,First Class,NM-18520,OFF-ST-10002486,29,42
5059,2021/04/03,2021/04/07,Standard Class,CS-11950,OFF-BI-10004330,50,100
5060,2021/12/05,2021/12/07,Second Class,TP-21130,TEC-PH-10000560,490,700
5061,2021/12/05,2021/12/07,Second Class,TP-21130,OFF-ST-10000060,409,585
5062,2020/05/08,2020/05/12,Standard Class,DL-12925,OFF-BI-10003684,31,44
5063,2020/05/08,2020/05/12,Standard Class,DL-12925,TEC-PH-10000441,340,378
5064,2020/05/08,2020/05/12,Standard Class,DL-12925,FUR-FU-10000723,62,124
5065,2022/09/22,2022/09/24,First Class,CA-12265,TEC-PH-10004977,314,392
5066,2022/11/30,2022/12/07,Standard Class,SC-20380,TEC-AC-10002001,269,384
5067,2022/11/30,2022/12/07,Standard Class,SC-20380,FUR-TA-10001889,1069,1782
5068,2022/01/15,2022/01/19,Standard Class,TT-21460,OFF-AR-10003504,17,21
5069,2019/08/08,2019/08/12,Standard Class,MA-17560,TEC-CO-10001571,495,550
5070,2019/08/08,2019/08/12,Standard Class,MA-17560,OFF-AP-10002495,151,168
5071,2019/08/08,2019/08/12,Standard Class,MA-17560,OFF-EN-10002500,27,38
5072,2019/08/08,2019/08/12,Standard Class,MA-17560,FUR-FU-10002088,27,54
5073,2019/08/08,2019/08/12,Standard Class,MA-17560,TEC-PH-10001128,210,300
5074,2020/11/05,2020/11/05,Same Day,JM-16195,OFF-ST-10000649,38,63
5075,2022/04/25,2022/04/29,Second Class,MB-18085,OFF-BI-10002103,13,14
5076,2019/04/20,2019/04/22,Second Class,SV-20365,FUR-TA-10001705,670,744
5077,2019/04/20,2019/04/22,Second Class,SV-20365,OFF-ST-10004634,22,45
5078,2019/04/20,2019/04/22,Second Class,SV-20365,FUR-TA-10004442,321,402
5079,2022/11/11,2022/11/17,Standard Class,CG-12040,OFF-BI-10002949,11,18
5080,2022/11/25,2022/11/29,Standard Class,BD-11500,FUR-BO-10002213,324,360
5081,2022/11/25,2022/11/29,Standard Class,BD-11500,OFF-ST-10001325,8,10
5082,2020/12/18,2020/12/18,Same Day,JK-15640,OFF-PA-10003441,19,21
5083,2021/09/08,2021/09/12,Standard Class,JM-15580,TEC-AC-10004209,32,35
5084,2021/09/08,2021/09/12,Standard Class,JM-15580,OFF-PA-10000501,39,65
5085,2021/06/06,2021/06/09,Second Class,SC-20230,OFF-PA-10003656,84,106
5086,2020/06/19,2020/06/23,Standard Class,ME-17320,OFF-BI-10001107,5,6
5087,2020/03/05,2020/03/09,Standard Class,KN-16390,TEC-PH-10000562,373,466
5088,2020/03/05,2020/03/09,Standard Class,KN-16390,TEC-AC-10001101,5,10
5089,2020/03/05,2020/03/09,Standard Class,KN-16390,OFF-BI-10003529,2,3
5090,2022/08/04,2022/08/07,First Class,HM-14860,OFF-PA-10001752,4,8
5091,2022/08/04,2022/08/07,First Class,HM-14860,OFF-EN-10001141,5,9
5092,2022/12/30,2023/01/03,Standard Class,JM-15580,OFF-FA-10003472,2,3
5093,2020/05/23,2020/05/27,Standard Class,KH-16690,OFF-ST-10004507,41,51
5094,2019/12/06,2019/12/10,Standard Class,BK-11260,OFF-AP-10004036,7,14
5095,2019/12/06,2019/12/10,Standard Class,BK-11260,FUR-TA-10004086,129,215
5096,2019/12/06,2019/12/10,Standard Class,BK-11260,TEC-PH-10000307,21,35
5097,2019/12/06,2019/12/10,Standard Class,BK-11260,FUR-FU-10002088,9,11
5098,2019/12/06,2019/12/10,Standard Class,BK-11260,OFF-BI-10004965,3,5
5099,2019/12/06,2019/12/10,Standard Class,BK-11260,OFF-ST-10002485,25,35
5100,2020/08/07,2020/08/12,Standard Class,PN-18775,OFF-BI-10002194,13,19
5101,2019/03/17,2019/03/17,Same Day,AZ-10750,OFF-AR-10003732,2,4
5102,2019/03/17,2019/03/17,Same Day,AZ-10750,OFF-PA-10002195,5,5
5103,2019/03/17,2019/03/17,Same Day,AZ-10750,OFF-PA-10002365,12,16
5104,2020/03/26,2020/03/30,Second Class,GM-14500,OFF-PA-10001950,24,40
5105,2020/03/26,2020/03/30,Second Class,GM-14500,TEC-AC-10004633,15,17
5106,2019/12/14,2019/12/20,Standard Class,BM-11785,FUR-CH-10002439,112,186
5107,2020/09/19,2020/09/26,Standard Class,NH-18610,TEC-AC-10000682,33,66
5108,2022/04/25,2022/04/26,First Class,PN-18775,OFF-AR-10004078,21,42
5109,2022/04/25,2022/04/26,First Class,PN-18775,OFF-AR-10001958,54,68
5110,2019/10/18,2019/10/22,Standard Class,EH-13765,OFF-EN-10001335,42,53
5111,2019/10/18,2019/10/22,Standard Class,EH-13765,OFF-ST-10003479,131,187
5112,2019/10/18,2019/10/22,Standard Class,EH-13765,OFF-PA-10003016,7,10
5113,2020/11/13,2020/11/13,Same Day,HA-14905,FUR-FU-10001025,16,18
5114,2021/01/31,2021/02/02,Second Class,AB-10150,OFF-PA-10003936,9,16
5115,2021/11/17,2021/11/22,Standard Class,MS-17365,OFF-BI-10004140,5,11
5116,2022/07/25,2022/07/29,Standard Class,DD-13570,OFF-LA-10004178,2,3
5117,2022/11/11,2022/11/17,Standard Class,MT-17815,OFF-ST-10003324,32,35
5118,2020/09/26,2020/10/03,Standard Class,GM-14500,OFF-FA-10004854,24,34
5119,2020/09/26,2020/10/03,Standard Class,GM-14500,TEC-MA-10002859,567,630
5120,2020/09/26,2020/10/03,Standard Class,GM-14500,OFF-BI-10000088,55,79
5121,2019/04/04,2019/04/08,Standard Class,KB-16585,OFF-ST-10004180,140,233
5122,2019/04/04,2019/04/08,Standard Class,KB-16585,TEC-AC-10002926,50,100
5123,2019/04/04,2019/04/08,Standard Class,KB-16585,OFF-PA-10003797,16,19
5124,2019/04/04,2019/04/08,Standard Class,KB-16585,OFF-PA-10002195,8,13
5125,2019/09/14,2019/09/14,Same Day,DM-13015,FUR-TA-10001039,371,464
5126,2019/09/14,2019/09/14,Same Day,DM-13015,OFF-EN-10001099,48,68
5127,2019/09/14,2019/09/14,Same Day,DM-13015,TEC-MA-10003979,1680,2800
5128,2019/09/14,2019/09/14,Same Day,DM-13015,OFF-AP-10002945,541,601
5129,2019/09/14,2019/09/14,Same Day,DM-13015,TEC-PH-10001536,14,17
5130,2019/09/14,2019/09/14,Same Day,DM-13015,TEC-PH-10000526,202,288
5131,2019/09/14,2019/09/14,Same Day,DM-13015,OFF-PA-10000213,36,45
5132,2022/12/29,2023/01/05,Standard Class,BP-11185,FUR-FU-10002501,81,101
5133,2020/06/21,2020/06/27,Standard Class,EP-13915,TEC-PH-10001819,54,108
5134,2022/11/26,2022/11/30,Standard Class,FG-14260,OFF-AP-10001962,29,59
5135,2022/11/26,2022/11/30,Standard Class,FG-14260,OFF-BI-10003364,56,93
5136,2021/10/23,2021/10/28,Standard Class,AB-10255,OFF-FA-10002983,12,17
5137,2020/12/14,2020/12/19,Standard Class,RD-19480,OFF-BI-10002432,4,8
5138,2021/11/13,2021/11/17,Standard Class,TS-21430,FUR-FU-10003096,15,30
5139,2022/09/29,2022/10/05,Standard Class,JA-15970,OFF-EN-10001539,12,23
5140,2022/09/29,2022/10/05,Standard Class,JA-15970,OFF-PA-10004996,41,52
5141,2020/11/08,2020/11/12,Standard Class,SW-20455,TEC-AC-10001956,84,120
5142,2021/04/01,2021/04/05,Standard Class,FP-14320,FUR-CH-10000454,922,1317
5143,2021/04/01,2021/04/05,Standard Class,FP-14320,OFF-SU-10000946,51,64
5144,2021/04/01,2021/04/05,Standard Class,FP-14320,OFF-BI-10004140,2,4
5145,2022/02/02,2022/02/07,Standard Class,JL-15835,FUR-FU-10003039,43,86
5146,2022/02/02,2022/02/07,Standard Class,JL-15835,OFF-ST-10000464,97,139
5147,2022/02/02,2022/02/07,Standard Class,JL-15835,OFF-AP-10000252,37,47
5148,2022/12/24,2022/12/31,Standard Class,JL-15175,FUR-FU-10001731,4,9
5149,2022/12/24,2022/12/31,Standard Class,JL-15175,FUR-CH-10001394,590,842
5150,2019/06/21,2019/06/21,Same Day,JG-15160,TEC-PH-10001578,972,1215
5151,2022/03/06,2022/03/10,Second Class,SH-19975,OFF-ST-10000675,34,68
5152,2022/09/25,2022/09/28,First Class,LS-17200,OFF-ST-10002352,36,40
5153,2019/06/30,2019/07/06,Standard Class,CS-11860,OFF-BI-10004528,2,3
5154,2019/06/30,2019/07/06,Standard Class,CS-11860,OFF-AR-10001026,6,7
5155,2020/08/07,2020/08/08,First Class,KW-16570,OFF-BI-10002215,20,28
5156,2020/08/07,2020/08/08,First Class,KW-16570,FUR-FU-10000305,106,213
5157,2022/06/30,2022/07/04,Second Class,GH-14410,TEC-PH-10002584,601,1002
5158,2022/06/30,2022/07/04,Second Class,GH-14410,FUR-CH-10000229,398,569
5159,2022/06/30,2022/07/04,Second Class,GH-14410,FUR-FU-10003799,7,14
5160,2020/10/26,2020/10/30,Second Class,AG-10495,TEC-PH-10001700,53,106
5161,2020/10/26,2020/10/30,Second Class,AG-10495,TEC-PH-10001527,48,69
5162,2019/07/30,2019/08/05,Standard Class,TS-21430,FUR-BO-10002916,1231,1368
5163,2021/11/18,2021/11/23,Second Class,AJ-10945,FUR-CH-10000863,181,302
5164,2020/07/06,2020/07/11,Standard Class,SJ-20215,FUR-CH-10003968,102,170
5165,2019/11/10,2019/11/16,Standard Class,SC-20020,OFF-AR-10001149,2,4
5166,2019/11/10,2019/11/16,Standard Class,SC-20020,OFF-PA-10000130,9,13
5167,2019/11/10,2019/11/16,Standard Class,SC-20020,OFF-PA-10002479,11,16
5168,2019/11/10,2019/11/16,Standard Class,SC-20020,FUR-CH-10004997,451,564
5169,2019/11/10,2019/11/16,Standard Class,SC-20020,OFF-ST-10004950,50,63
5170,2019/11/10,2019/11/16,Standard Class,SC-20020,OFF-ST-10001490,268,535
5171,2021/05/27,2021/05/29,Second Class,LA-16780,FUR-CH-10002024,1752,3505
5172,2021/05/27,2021/05/29,Second Class,LA-16780,OFF-PA-10001790,72,144
5173,2021/05/27,2021/05/29,Second Class,LA-16780,OFF-PA-10000994,283,315
5174,2020/03/08,2020/03/10,First Class,FC-14335,OFF-AR-10002399,2,3
5175,2022/10/19,2022/10/24,Standard Class,CA-12265,OFF-BI-10002799,1,2
5176,2022/10/19,2022/10/24,Standard Class,CA-12265,FUR-BO-10004360,296,328
5177,2021/11/05,2021/11/08,First Class,JH-15985,OFF-BI-10002082,48,53
5178,2021/12/26,2021/12/30,Standard Class,AJ-10795,OFF-BI-10004967,3,5
5179,2020/04/13,2020/04/19,Standard Class,BT-11395,FUR-FU-10004973,30,38
5180,2020/04/13,2020/04/19,Standard Class,BT-11395,TEC-PH-10003645,129,259
5181,2020/04/13,2020/04/19,Standard Class,BT-11395,OFF-AP-10004980,61,76
5182,2022/09/12,2022/09/15,First Class,DJ-13510,OFF-PA-10003797,41,45
5183,2022/09/12,2022/09/15,First Class,DJ-13510,OFF-BI-10003707,27,46
5184,2022/09/24,2022/09/27,First Class,AG-10675,OFF-ST-10000885,36,40
5185,2022/09/24,2022/09/27,First Class,AG-10675,OFF-BI-10002827,35,39
5186,2020/10/10,2020/10/15,Standard Class,JD-15790,OFF-ST-10004459,1261,1802
5187,2020/11/27,2020/12/03,Standard Class,EH-14125,TEC-PH-10002789,449,749
5188,2020/09/13,2020/09/18,Standard Class,ZC-21910,TEC-AC-10001314,100,200
5189,2020/09/13,2020/09/18,Standard Class,ZC-21910,FUR-CH-10000015,1061,1516
5190,2022/11/14,2022/11/18,Standard Class,XP-21865,TEC-AC-10004855,118,168
5191,2022/11/14,2022/11/18,Standard Class,XP-21865,OFF-AR-10003582,41,45
5192,2022/05/05,2022/05/09,Standard Class,DK-12985,OFF-EN-10003448,19,23
5193,2019/11/28,2019/12/01,Second Class,CS-12250,FUR-FU-10003773,199,398
5194,2019/11/28,2019/12/01,Second Class,CS-12250,OFF-PA-10001363,43,86
5195,2019/11/28,2019/12/01,Second Class,CS-12250,OFF-AR-10004757,9,13
5196,2019/11/28,2019/12/01,Second Class,CS-12250,OFF-BI-10000309,37,46
5197,2019/05/10,2019/05/15,Standard Class,AI-10855,OFF-EN-10001434,111,158
5198,2019/05/10,2019/05/15,Standard Class,AI-10855,TEC-PH-10003988,35,44
5199,2021/03/03,2021/03/08,Standard Class,AA-10315,OFF-SU-10000151,1965,3930
5200,2021/03/03,2021/03/08,Standard Class,AA-10315,OFF-FA-10001332,1,2
5201,2021/03/03,2021/03/08,Standard Class,AA-10315,TEC-PH-10000895,259,432
5202,2021/03/03,2021/03/08,Standard Class,AA-10315,TEC-AC-10002857,38,42
5203,2020/08/15,2020/08/19,Standard Class,RE-19450,FUR-FU-10004018,73,104
5204,2020/08/15,2020/08/19,Standard Class,RE-19450,OFF-ST-10003638,42,70
5205,2020/09/12,2020/09/18,Standard Class,TM-21010,OFF-AR-10004685,6,9
5206,2020/09/12,2020/09/18,Standard Class,TM-21010,OFF-ST-10001713,74,106
5207,2020/09/12,2020/09/18,Standard Class,TM-21010,OFF-FA-10000490,1,1
5208,2020/09/12,2020/09/18,Standard Class,TM-21010,OFF-LA-10002043,19,21
5209,2020/09/12,2020/09/18,Standard Class,TM-21010,OFF-PA-10002464,14,29
5210,2020/09/12,2020/09/18,Standard Class,TM-21010,OFF-EN-10002504,14,27
5211,2020/01/12,2020/01/18,Standard Class,YS-21880,OFF-ST-10002615,419,465
5212,2020/05/12,2020/05/16,Second Class,AZ-10750,OFF-ST-10004258,29,37
5213,2021/09/26,2021/09/26,Same Day,CM-12445,OFF-ST-10004507,31,51
5214,2021/09/26,2021/09/26,Same Day,CM-12445,OFF-LA-10000262,6,8
5215,2021/09/26,2021/09/26,Same Day,CM-12445,OFF-AR-10002445,25,35
5216,2021/09/26,2021/09/26,Same Day,CM-12445,OFF-PA-10001667,27,30
5217,2022/09/09,2022/09/15,Standard Class,JB-16000,OFF-EN-10000461,9,17
5218,2022/04/15,2022/04/17,Second Class,NS-18640,OFF-PA-10002254,55,79
5219,2022/06/10,2022/06/14,Standard Class,LC-16930,OFF-AR-10001868,4,8
5220,2022/09/01,2022/09/01,Same Day,CA-12775,FUR-CH-10004875,299,498
5221,2019/06/14,2019/06/20,Standard Class,SR-20425,FUR-BO-10000711,192,213
5222,2022/05/18,2022/05/22,Second Class,PP-18955,OFF-AP-10000938,636,707
5223,2022/05/18,2022/05/22,Second Class,PP-18955,TEC-PH-10003555,92,115
5224,2022/05/18,2022/05/22,Second Class,PP-18955,OFF-BI-10001267,22,43
5225,2022/09/12,2022/09/17,Second Class,JM-15865,OFF-PA-10004071,83,166
5226,2021/06/21,2021/06/26,Standard Class,AS-10090,OFF-BI-10001553,29,37
5227,2021/06/21,2021/06/26,Standard Class,AS-10090,OFF-BI-10003007,112,186
5228,2021/06/21,2021/06/26,Standard Class,AS-10090,FUR-BO-10003272,177,354
5229,2019/11/26,2019/12/01,Standard Class,LS-16975,OFF-PA-10001033,41,82
5230,2022/03/19,2022/03/22,Second Class,SA-20830,OFF-BI-10001553,7,15
5231,2022/03/19,2022/03/22,Second Class,SA-20830,FUR-TA-10001095,418,697
5232,2022/03/19,2022/03/22,Second Class,SA-20830,FUR-FU-10001185,19,31
5233,2022/03/19,2022/03/22,Second Class,SA-20830,OFF-BI-10000343,25,28
5234,2019/10/18,2019/10/22,Standard Class,LS-17200,FUR-CH-10004626,545,605
5235,2022/08/22,2022/08/23,First Class,TM-21490,FUR-TA-10001768,168,210
5236,2021/11/19,2021/11/22,First Class,TT-21265,OFF-AP-10001947,33,55
5237,2019/09/20,2019/09/24,Standard Class,DN-13690,FUR-FU-10004952,148,164
5238,2019/09/20,2019/09/24,Standard Class,DN-13690,FUR-BO-10001337,254,363
5239,2019/09/20,2019/09/24,Standard Class,DN-13690,TEC-AC-10003628,36,60
5240,2021/09/11,2021/09/17,Standard Class,EB-14110,OFF-ST-10004186,233,333
5241,2021/09/11,2021/09/17,Standard Class,EB-14110,OFF-BI-10001658,20,40
5242,2021/09/23,2021/09/26,Second Class,CM-11815,OFF-SU-10004737,11,14
5243,2022/08/04,2022/08/08,Standard Class,HM-14860,OFF-BI-10002827,2,3
5244,2021/07/25,2021/07/26,First Class,KM-16375,OFF-BI-10003694,9,10
5245,2021/08/02,2021/08/04,Second Class,BF-11020,FUR-TA-10001691,82,136
5246,2021/08/02,2021/08/04,Second Class,BF-11020,TEC-PH-10001918,200,334
5247,2021/08/02,2021/08/04,Second Class,BF-11020,OFF-BI-10000285,8,13
5248,2020/05/21,2020/05/27,Standard Class,JE-15745,OFF-AP-10000358,10,21
5249,2022/11/03,2022/11/05,Second Class,EJ-14155,TEC-AC-10002345,30,44
5250,2020/04/16,2020/04/21,Standard Class,BN-11470,OFF-FA-10001229,9,13
5251,2021/12/12,2021/12/18,Standard Class,EC-14050,TEC-AC-10001314,225,250
5252,2021/12/12,2021/12/18,Standard Class,EC-14050,OFF-PA-10004438,29,49
5253,2020/10/30,2020/11/02,First Class,TT-21220,OFF-AP-10000026,110,183
5254,2019/03/07,2019/03/11,Second Class,NP-18685,OFF-BI-10004224,86,108
5255,2020/03/05,2020/03/07,Second Class,AH-10195,FUR-CH-10002647,89,99
5256,2020/03/05,2020/03/07,Second Class,AH-10195,FUR-FU-10003247,20,34
5257,2021/08/08,2021/08/14,Standard Class,CC-12145,OFF-PA-10003270,5,11
5258,2022/01/03,2022/01/08,Standard Class,DL-13315,OFF-PA-10004735,27,39
5259,2022/10/09,2022/10/11,First Class,XP-21865,OFF-PA-10001745,28,35
5260,2022/10/20,2022/10/26,Standard Class,MA-17560,OFF-PA-10000176,27,46
5261,2019/09/07,2019/09/10,First Class,SZ-20035,TEC-PH-10000675,118,197
5262,2019/09/07,2019/09/10,First Class,SZ-20035,OFF-BI-10000050,2,3
5263,2019/09/07,2019/09/10,First Class,SZ-20035,FUR-TA-10004154,161,201
5264,2019/09/07,2019/09/10,First Class,SZ-20035,TEC-AC-10002718,28,47
5265,2019/09/07,2019/09/10,First Class,SZ-20035,OFF-AR-10003179,15,22
5266,2022/09/30,2022/10/03,First Class,CS-11845,OFF-PA-10001838,9,12
5267,2022/09/30,2022/10/03,First Class,CS-11845,OFF-PA-10004039,118,168
5268,2022/09/30,2022/10/03,First Class,CS-11845,OFF-AP-10001626,2,4
5269,2022/11/16,2022/11/21,Standard Class,MH-18115,TEC-MA-10003173,26,52
5270,2022/09/11,2022/09/11,Same Day,CB-12025,FUR-FU-10000260,16,32
5271,2022/09/11,2022/09/11,Same Day,CB-12025,OFF-AP-10004487,203,407
5272,2022/01/16,2022/01/16,Same Day,JO-15145,FUR-FU-10001487,22,28
5273,2022/01/16,2022/01/16,Same Day,JO-15145,FUR-TA-10001520,360,400
5274,2021/11/26,2021/11/29,First Class,PA-19060,OFF-BI-10000145,2,4
5275,2020/11/07,2020/11/09,Second Class,SV-20785,FUR-CH-10000595,358,715
5276,2022/12/14,2022/12/20,Standard Class,KL-16555,TEC-AC-10004469,128,160
5277,2022/12/14,2022/12/20,Standard Class,KL-16555,TEC-AC-10003038,36,45
5278,2019/09/13,2019/09/17,Standard Class,BC-11125,FUR-CH-10004698,238,340
5279,2019/12/07,2019/12/13,Standard Class,PO-18850,OFF-PA-10003641,95,106
5280,2022/09/07,2022/09/11,Standard Class,AG-10675,TEC-AC-10002134,12,13
5281,2022/10/07,2022/10/12,Standard Class,DB-13210,OFF-ST-10001837,43,86
5282,2020/09/05,2020/09/10,Standard Class,SP-20860,FUR-FU-10001706,4,6
5283,2020/09/05,2020/09/10,Standard Class,SP-20860,OFF-PA-10001970,33,37
5284,2019/03/30,2019/04/04,Standard Class,Dl-13600,OFF-ST-10002957,11,16
5285,2019/03/30,2019/04/04,Standard Class,Dl-13600,OFF-LA-10002312,31,44
5286,2022/05/05,2022/05/06,First Class,LH-17020,OFF-EN-10002600,11,21
5287,2022/05/05,2022/05/06,First Class,LH-17020,OFF-BI-10003274,7,10
5288,2022/05/05,2022/05/06,First Class,LH-17020,FUR-BO-10004467,45,90
5289,2022/04/30,2022/05/05,Standard Class,AD-10180,OFF-PA-10000675,82,164
5290,2019/09/08,2019/09/15,Standard Class,KT-16465,OFF-PA-10002259,14,18
5291,2019/09/08,2019/09/15,Standard Class,KT-16465,FUR-CH-10004287,483,967
5292,2019/09/08,2019/09/15,Standard Class,KT-16465,OFF-PA-10000482,164,182
5293,2022/06/20,2022/06/23,First Class,PJ-19015,OFF-ST-10004835,2,4
5294,2020/12/26,2020/12/30,Standard Class,MC-18100,FUR-TA-10004086,46,52
5295,2022/08/15,2022/08/19,Standard Class,BO-11350,OFF-LA-10000305,30,50
5296,2022/03/04,2022/03/09,Standard Class,DP-13000,OFF-PA-10000806,63,90
5297,2022/07/27,2022/07/31,Standard Class,TM-21490,FUR-FU-10004018,9,15
5298,2022/07/27,2022/07/31,Standard Class,TM-21490,TEC-PH-10002660,381,544
5299,2021/09/23,2021/09/26,First Class,DV-13045,OFF-EN-10001509,4,4
5300,2021/09/23,2021/09/26,First Class,DV-13045,OFF-LA-10003148,15,19
5301,2021/05/30,2021/06/03,Standard Class,AH-10690,FUR-TA-10002645,1138,2276
5302,2021/05/30,2021/06/03,Standard Class,AH-10690,TEC-AC-10003033,1188,1980
5303,2021/05/30,2021/06/03,Standard Class,AH-10690,OFF-LA-10001297,43,62
5304,2019/11/16,2019/11/20,Standard Class,AB-10165,FUR-CH-10002017,26,37
5305,2019/09/21,2019/09/23,First Class,JS-15940,FUR-FU-10001546,7,9
5306,2021/02/21,2021/02/26,Standard Class,BV-11245,FUR-FU-10000629,48,69
5307,2021/02/21,2021/02/26,Standard Class,BV-11245,OFF-ST-10000036,148,296
5308,2021/02/21,2021/02/26,Standard Class,BV-11245,TEC-PH-10002583,20,40
5309,2022/11/19,2022/11/21,First Class,NC-18415,FUR-CH-10003774,115,191
5310,2022/11/19,2022/11/21,First Class,NC-18415,OFF-AR-10003876,10,13
5311,2022/11/19,2022/11/21,First Class,NC-18415,OFF-BI-10003527,763,1525
5312,2021/08/21,2021/08/27,Standard Class,SU-20665,OFF-LA-10004559,7,9
5313,2021/08/21,2021/08/27,Standard Class,SU-20665,OFF-SU-10002573,17,28
5314,2022/04/30,2022/05/05,Standard Class,DJ-13510,FUR-FU-10000222,45,65
5315,2022/04/30,2022/05/05,Standard Class,DJ-13510,OFF-EN-10001219,18,31
5316,2021/05/02,2021/05/08,Standard Class,DL-12865,FUR-CH-10002304,131,187
5317,2022/10/02,2022/10/05,First Class,Dp-13240,FUR-FU-10002364,9,12
5318,2022/10/02,2022/10/05,First Class,Dp-13240,FUR-FU-10004864,9,10
5319,2022/10/02,2022/10/05,First Class,Dp-13240,OFF-PA-10003172,10,21
5320,2022/10/02,2022/10/05,First Class,Dp-13240,OFF-BI-10000977,19,27
5321,2022/10/02,2022/10/05,First Class,Dp-13240,FUR-TA-10000198,1157,2314
5322,2022/10/02,2022/10/05,First Class,Dp-13240,OFF-BI-10003984,31,34
5323,2022/10/02,2022/10/05,First Class,Dp-13240,FUR-FU-10003691,16,20
